Timestamp;precipitationIntensity_mm_h;precipitationIntensity_mm_min;precipitationQuantityAbs_mm;precipitationQuantityDiff_mm;precipitationType
2025-01-01 00:00:53;0;0;364.75;0;0
2025-01-01 00:10:53;0;0;364.75;0;0
2025-01-01 00:20:53;0;0;364.75;0;0
2025-01-01 00:30:53;0;0;364.75;0;0
2025-01-01 00:40:54;0;0;364.75;0;0
2025-01-01 00:50:54;0;0;364.75;0;0
2025-01-01 01:00:54;0;0;364.75;0;0
2025-01-01 01:10:54;0;0;364.75;0;0
2025-01-01 01:20:54;0;0;364.75;0;0
2025-01-01 01:30:54;0;0;364.75;0;0
2025-01-01 01:40:54;0;0;364.75;0;0
2025-01-01 01:50:54;0;0;364.75;0;0
2025-01-01 02:00:54;0;0;364.75;0;0
2025-01-01 02:10:55;0;0;364.75;0;0
2025-01-01 02:20:54;0;0;364.75;0;0
2025-01-01 02:30:55;0;0;364.75;0;0
2025-01-01 02:40:55;0;0;364.75;0;0
2025-01-01 02:50:55;0;0;364.75;0;0
2025-01-01 03:00:55;0;0;364.75;0;0
2025-01-01 03:10:55;0;0;364.75;0;0
2025-01-01 03:20:55;0;0;364.75;0;0
2025-01-01 03:31:00;0;0;364.75;0;0
2025-01-01 03:40:56;0;0;364.75;0;0
2025-01-01 03:50:56;0;0;364.75;0;0
2025-01-01 04:00:56;0;0;364.75;0;0
2025-01-01 04:10:56;0;0;364.75;0;0
2025-01-01 04:20:57;0;0;364.75;0;0
2025-01-01 04:30:56;0;0;364.75;0;0
2025-01-01 04:40:56;0;0;364.75;0;0
2025-01-01 04:50:56;0;0;364.75;0;0
2025-01-01 05:00:56;0;0;364.75;0;0
2025-01-01 05:10:56;0;0;364.75;0;0
2025-01-01 05:20:56;0;0;364.75;0;0
2025-01-01 05:30:57;0;0;364.75;0;0
2025-01-01 05:40:57;0;0;364.75;0;0
2025-01-01 05:50:57;0;0;364.75;0;0
2025-01-01 06:00:57;0;0;364.75;0;0
2025-01-01 06:10:57;0;0;364.75;0;0
2025-01-01 06:20:57;0;0;364.75;0;0
