Timestamp;precipitationIntensity_mm_h;precipitationIntensity_mm_min;precipitationQuantityAbs_mm;precipitationQuantityDiff_mm;precipitationType
2022-07-01 01:03:09;0;0;650.05;0;0
2022-07-01 01:13:10;0;0;650.05;0;0
2022-07-01 01:23:09;0;0;650.05;0;0
2022-07-01 01:33:10;0;0;650.05;0;0
2022-07-01 01:43:09;0;0;650.05;0;0
2022-07-01 01:53:10;0;0;650.05;0;0
2022-07-01 02:03:09;0;0;650.05;0;0
2022-07-01 02:13:09;0;0;650.05;0;0
2022-07-01 02:23:10;0;0;650.05;0;0
2022-07-01 02:33:10;0;0;650.05;0;0
2022-07-01 02:43:10;0;0;650.05;0;0
2022-07-01 02:53:10;0;0;650.05;0;0
2022-07-01 03:03:10;0;0;650.05;0;0
2022-07-01 03:13:11;0;0;650.05;0;0
2022-07-01 03:23:10;0;0;650.05;0;0
2022-07-01 03:33:10;0;0;650.05;0;0
2022-07-01 03:43:10;0;0;650.05;0;0
2022-07-01 03:53:11;0;0;650.05;0;0
2022-07-01 04:03:11;0;0;650.05;0;0
2022-07-01 04:13:11;0;0;650.05;0;0
2022-07-01 04:23:11;0;0;650.05;0;0
2022-07-01 04:33:12;0;0;650.05;0;0
2022-07-01 04:43:11;0;0;650.05;0;0
2022-07-01 04:53:11;0;0;650.05;0;0
2022-07-01 05:03:11;0;0;650.05;0;0
2022-07-01 05:13:11;0;0;650.05;0;0
2022-07-01 05:23:11;0;0;650.05;0;0
2022-07-01 05:33:12;0;0;650.05;0;0
2022-07-01 05:43:12;0;0;650.05;0;0
2022-07-01 05:53:13;0;0;650.05;0;0
2022-07-01 06:03:13;0;0;650.05;0;0
2022-07-01 06:13:12;0;0;650.05;0;0
2022-07-01 06:23:12;0;0;650.05;0;0
2022-07-01 06:33:12;0;0;650.05;0;0
2022-07-01 06:43:13;0;0;650.05;0;0
2022-07-01 06:53:13;0;0;650.05;0;0
2022-07-01 07:03:12;0;0;650.05;0;0
2022-07-01 07:13:13;0;0;650.05;0;0
2022-07-01 07:23:13;0;0;650.05;0;0
2022-07-01 07:33:13;0;0;650.05;0;0
2022-07-01 07:43:13;0;0;650.05;0;0
2022-07-01 07:53:13;0;0;650.05;0;0
2022-07-01 08:03:13;0;0;650.05;0;0
2022-07-01 08:13:13;0;0;650.05;0;0
2022-07-01 08:23:14;0;0;650.05;0;0
2022-07-01 08:33:13;0;0;650.05;0;0
2022-07-01 08:43:13;0;0;650.05;0;0
2022-07-01 08:53:14;0;0;650.05;0;0
2022-07-01 09:03:14;0;0;650.05;0;0
2022-07-01 09:13:14;0;0;650.05;0;0
2022-07-01 09:23:14;0;0;650.05;0;0
2022-07-01 09:33:15;0;0;650.05;0;0
2022-07-01 09:43:14;0;0;650.05;0;0
2022-07-01 09:53:14;0;0;650.05;0;0
