Timestamp;precipitationIntensity_mm_h;precipitationIntensity_mm_min;precipitationQuantityAbs_mm;precipitationQuantityDiff_mm;precipitationType
2023-07-01 00:04:00;0;0;143.37;0;0
2023-07-01 00:14:00;0;0;143.37;0;0
2023-07-01 00:24:00;0;0;143.37;0;0
2023-07-01 00:34:00;0;0;143.37;0;0
2023-07-01 00:44:00;0;0;143.37;0;0
2023-07-01 00:54:00;0;0;143.37;0;0
2023-07-01 01:04:00;0;0;143.37;0;0
2023-07-01 01:14:00;0;0;143.37;0;0
2023-07-01 01:24:00;0;0;143.37;0;0
2023-07-01 01:34:01;0;0;143.37;0;0
2023-07-01 01:44:01;0;0;143.37;0;0
2023-07-01 01:54:01;0;0;143.37;0;0
2023-07-01 02:04:01;0;0;143.37;0;0
2023-07-01 02:14:01;0;0;143.37;0;0
2023-07-01 02:24:01;0;0;143.37;0;0
2023-07-01 02:34:01;0;0;143.37;0;0
2023-07-01 02:44:02;0.2;0.003;143.38;0.01;60
2023-07-01 02:54:01;0;0;143.39;0.01;60
2023-07-01 03:04:01;0;0;143.39;0;0
2023-07-01 03:14:02;0;0;143.39;0;0
2023-07-01 03:24:02;0;0;143.39;0;0
2023-07-01 03:34:02;0;0;143.39;0;0
2023-07-01 03:44:02;0;0;143.39;0;0
2023-07-01 03:54:02;0;0;143.39;0;0
2023-07-01 04:04:02;0;0;143.39;0;0
2023-07-01 04:14:02;0;0;143.39;0;0
2023-07-01 04:24:03;0;0;143.39;0;0
2023-07-01 04:34:02;0;0;143.39;0;0
2023-07-01 04:44:02;0;0;143.39;0;0
2023-07-01 04:54:03;0;0;143.39;0;0
2023-07-01 05:04:03;0;0;143.39;0;0
2023-07-01 05:14:03;0;0;143.39;0;0
2023-07-01 05:24:03;0;0;143.39;0;0
2023-07-01 05:34:03;0;0;143.39;0;0
2023-07-01 05:44:03;0.1;0.002;143.4;0.01;60
2023-07-01 05:54:04;0;0;143.43;0.03;60
2023-07-01 06:04:04;0.4;0.007;143.45;0.02;60
2023-07-01 06:14:04;0.1;0.002;143.46;0.01;60
2023-07-01 06:24:03;0.1;0.002;143.47;0.01;60
2023-07-01 06:34:04;0;0;143.47;0;0
2023-07-01 06:44:04;0;0;143.47;0;0
2023-07-01 06:54:04;0;0;143.47;0;0
2023-07-01 07:04:04;0;0;143.47;0;0
2023-07-01 07:14:05;0;0;143.47;0;0
2023-07-01 07:24:04;0;0;143.47;0;0
2023-07-01 07:34:04;0;0;143.47;0;0
2023-07-01 07:44:04;0;0;143.47;0;0
2023-07-01 07:54:04;0;0;143.47;0;0
2023-07-01 08:04:04;0;0;143.47;0;0
2023-07-01 08:14:05;0;0;143.47;0;0
2023-07-01 08:24:05;0;0;143.47;0;0
2023-07-01 08:34:06;0;0;143.47;0;0
2023-07-01 08:44:05;0;0;143.47;0;0
2023-07-01 08:54:06;0;0;143.47;0;0
2023-07-01 09:04:05;0;0;143.47;0;0
2023-07-01 09:14:05;0;0;143.47;0;0
2023-07-01 09:24:05;0;0;143.47;0;0
2023-07-01 09:34:06;0;0;143.47;0;60
2023-07-01 09:44:06;0;0;143.47;0;0
2023-07-01 09:54:06;0.3;0.005;143.51;0.04;60
2023-07-01 10:04:06;0;0;143.53;0.02;60
2023-07-01 10:14:06;0.2;0.003;143.64;0.11;60
2023-07-01 10:24:06;0.1;0.002;143.65;0.01;60
2023-07-01 10:34:07;0;0;143.65;0;60
2023-07-01 10:44:06;0;0;143.66;0.01;60
2023-07-01 10:54:07;0.1;0.002;143.66;0;60
2023-07-01 11:04:06;0;0;143.67;0.01;0
2023-07-01 11:14:07;0;0;143.67;0;60
2023-07-01 11:24:07;0.1;0.002;143.68;0.01;60
2023-07-01 11:34:07;0;0;143.7;0.02;60
2023-07-01 11:44:07;0.1;0.002;143.71;0.01;0
2023-07-01 11:54:08;0;0;143.71;0;60
2023-07-01 12:04:07;0;0;143.71;0;60
2023-07-01 12:14:07;0;0;143.71;0;0
2023-07-01 12:24:07;0;0;143.71;0;60
2023-07-01 12:34:07;0;0;143.71;0;60
2023-07-01 12:44:07;0;0;143.71;0;60
2023-07-01 12:54:08;0;0;143.71;0;60
2023-07-01 13:04:08;0.3;0.005;143.73;0.02;60
2023-07-01 13:14:08;0.1;0.002;143.78;0.05;60
2023-07-01 13:24:08;0.1;0.002;143.79;0.01;60
2023-07-01 13:34:09;0;0;143.79;0;60
2023-07-01 13:44:08;0;0;143.79;0;0
2023-07-01 13:54:08;0;0;143.79;0;0
2023-07-01 14:04:08;0;0;143.79;0;0
2023-07-01 14:14:08;0;0;143.79;0;0
2023-07-01 14:24:08;0;0;143.79;0;0
2023-07-01 14:34:10;0;0;143.79;0;0
2023-07-01 14:44:09;0;0;143.79;0;0
2023-07-01 14:54:09;0;0;143.79;0;0
2023-07-01 15:04:09;0;0;143.79;0;0
2023-07-01 15:14:10;0;0;143.79;0;0
2023-07-01 15:24:10;0;0;143.79;0;0
2023-07-01 15:34:09;0;0;143.79;0;0
2023-07-01 15:44:09;0;0;143.79;0;0
2023-07-01 15:54:09;0;0;143.79;0;0
2023-07-01 16:04:10;0;0;143.79;0;0
2023-07-01 16:14:10;0;0;143.79;0;0
2023-07-01 16:24:10;0;0;143.79;0;0
2023-07-01 16:34:10;0;0;143.79;0;0
2023-07-01 16:44:10;0;0;143.79;0;0
2023-07-01 16:54:10;0;0;143.79;0;0
2023-07-01 17:04:12;0;0;143.79;0;0
2023-07-01 17:14:10;0;0;143.79;0;0
2023-07-01 17:24:11;0;0;143.79;0;0
2023-07-01 17:34:10;0;0;143.79;0;0
2023-07-01 17:44:11;0;0;143.79;0;0
2023-07-01 17:54:11;0;0;143.8;0.01;0
2023-07-01 18:04:12;0;0;143.8;0;60
2023-07-01 18:14:11;0;0;143.8;0;60
2023-07-01 18:24:11;0;0;143.81;0.01;60
2023-07-01 18:34:11;0;0;143.81;0;0
2023-07-01 18:44:11;0;0;143.81;0;0
2023-07-01 18:54:11;0;0;143.81;0;0
2023-07-01 19:04:12;0;0;143.81;0;0
2023-07-01 19:14:11;0;0;143.81;0;0
2023-07-01 19:24:13;0.3;0.005;143.83;0.02;60
2023-07-01 19:34:12;0.4;0.007;143.9;0.07;60
2023-07-01 19:44:12;0.8;0.013;144.02;0.12;60
2023-07-01 19:54:12;4.1;0.068;144.68;0.66;60
2023-07-01 20:04:13;0;0;144.73;0.05;0
2023-07-01 20:14:13;0;0;144.73;0;0
2023-07-01 20:24:13;0;0;144.73;0;60
2023-07-01 20:34:12;0;0;144.73;0;60
2023-07-01 20:44:12;0;0;144.73;0;0
2023-07-01 20:54:12;0;0;144.73;0;0
2023-07-01 21:04:13;0;0;144.73;0;0
2023-07-01 21:14:13;0;0;144.73;0;0
2023-07-01 21:24:13;0;0;144.73;0;0
2023-07-01 21:34:13;0;0;144.73;0;0
2023-07-01 21:44:13;0;0;144.73;0;0
2023-07-01 21:54:14;0;0;144.73;0;0
2023-07-01 22:04:13;0;0;144.73;0;0
2023-07-01 22:14:13;0;0;144.73;0;0
2023-07-01 22:24:13;0;0;144.73;0;0
2023-07-01 22:34:14;0;0;144.73;0;0
2023-07-01 22:44:14;0;0;144.73;0;0
2023-07-01 22:54:15;0;0;144.73;0;0
2023-07-01 23:04:14;0;0;144.73;0;0
2023-07-01 23:14:14;0;0;144.73;0;0
2023-07-01 23:24:14;0;0;144.73;0;0
