Timestamp;precipitationIntensity_mm_h;precipitationIntensity_mm_min;precipitationQuantityAbs_mm;precipitationQuantityDiff_mm;precipitationType
2023-07-01 00:04:34;0;0;98.38;0;0
2023-07-01 00:14:33;0;0;98.38;0;0
2023-07-01 00:24:34;0;0;98.38;0;0
2023-07-01 00:34:33;0;0;98.38;0;0
2023-07-01 00:44:33;0;0;98.38;0;0
2023-07-01 00:54:33;0;0;98.38;0;0
2023-07-01 01:04:33;0;0;98.38;0;0
2023-07-01 01:14:34;0;0;98.38;0;0
2023-07-01 01:24:34;0;0;98.38;0;0
2023-07-01 01:34:34;0;0;98.38;0;0
2023-07-01 01:44:34;0.7;0.012;98.45;0.07;60
2023-07-01 01:54:35;0.3;0.005;98.51;0.06;60
2023-07-01 02:04:34;0;0;98.63;0.12;60
2023-07-01 02:14:34;0;0;98.64;0.01;60
2023-07-01 02:24:34;0;0;98.65;0.01;0
2023-07-01 02:34:35;0;0;98.65;0;0
2023-07-01 02:44:34;0.1;0.002;98.65;0;60
2023-07-01 02:54:35;0;0;98.65;0;60
2023-07-01 03:04:35;0;0;98.65;0;0
2023-07-01 03:14:35;0;0;98.65;0;0
2023-07-01 03:24:35;0;0;98.65;0;0
2023-07-01 03:34:36;0;0;98.65;0;0
2023-07-01 03:44:35;0;0;98.65;0;0
2023-07-01 03:54:35;0;0;98.65;0;0
2023-07-01 04:04:35;0;0;98.65;0;0
2023-07-01 04:14:35;0.1;0.002;98.65;0;60
2023-07-01 04:24:36;0;0;98.67;0.02;0
2023-07-01 04:34:36;0;0;98.67;0;0
2023-07-01 04:44:36;0;0;98.67;0;0
2023-07-01 04:54:36;0;0;98.67;0;0
2023-07-01 05:04:37;0;0;98.67;0;0
2023-07-01 05:14:36;0;0;98.67;0;0
2023-07-01 05:24:36;0;0;98.67;0;0
2023-07-01 05:34:37;0;0;98.67;0;0
2023-07-01 05:44:36;0;0;98.67;0;0
2023-07-01 05:54:36;0;0;98.67;0;0
2023-07-01 06:04:36;0;0;98.67;0;0
2023-07-01 06:14:37;0;0;98.67;0;0
2023-07-01 06:24:37;0;0;98.67;0;0
2023-07-01 06:34:37;0;0;98.67;0;0
2023-07-01 06:44:38;0;0;98.67;0;0
2023-07-01 06:54:37;0;0;98.67;0;0
2023-07-01 07:04:37;0;0;98.67;0;0
2023-07-01 07:14:37;0;0;98.67;0;0
2023-07-01 07:24:37;0;0;98.67;0;0
2023-07-01 07:34:37;0;0;98.67;0;0
2023-07-01 07:44:38;0;0;98.67;0;0
2023-07-01 07:54:38;0;0;98.67;0;0
2023-07-01 08:04:38;0;0;98.67;0;0
2023-07-01 08:14:38;0;0;98.67;0;0
2023-07-01 08:24:38;0;0;98.67;0;0
2023-07-01 08:34:39;0;0;98.67;0;0
2023-07-01 08:44:38;0;0;98.67;0;0
2023-07-01 08:54:38;0;0;98.67;0;0
2023-07-01 09:04:38;0;0;98.67;0;0
2023-07-01 09:14:38;0;0;98.67;0;0
2023-07-01 09:24:39;0;0;98.67;0;0
2023-07-01 09:34:39;0;0;98.67;0;0
2023-07-01 09:44:39;0;0;98.67;0;0
2023-07-01 09:54:39;0;0;98.67;0;0
2023-07-01 10:04:39;0;0;98.67;0;0
2023-07-01 10:14:39;0;0;98.67;0;0
2023-07-01 10:24:39;0;0;98.67;0;0
2023-07-01 10:34:40;0;0;98.67;0;0
2023-07-01 10:44:39;0;0;98.67;0;0
2023-07-01 10:54:39;0;0;98.67;0;0
2023-07-01 11:04:40;0;0;98.67;0;0
2023-07-01 11:14:40;0;0;98.67;0;0
2023-07-01 11:24:40;0;0;98.67;0;0
2023-07-01 11:34:41;0;0;98.67;0;0
2023-07-01 11:44:40;0;0;98.67;0;0
2023-07-01 11:54:40;0;0;98.67;0;0
2023-07-01 12:04:40;0;0;98.67;0;0
2023-07-01 12:14:40;0;0;98.67;0;0
2023-07-01 12:24:40;0;0;98.67;0;0
2023-07-01 12:34:41;0;0;98.67;0;0
2023-07-01 12:44:41;0;0;98.67;0;0
2023-07-01 12:54:41;0;0;98.67;0;0
2023-07-01 13:04:41;0;0;98.67;0;0
2023-07-01 13:14:41;0;0;98.67;0;0
2023-07-01 13:24:41;0;0;98.67;0;0
2023-07-01 13:34:42;0;0;98.67;0;0
2023-07-01 13:44:41;0;0;98.67;0;0
2023-07-01 13:54:41;0;0;98.67;0;0
2023-07-01 14:04:41;0;0;98.67;0;0
2023-07-01 14:14:41;0;0;98.67;0;0
2023-07-01 14:24:42;0;0;98.67;0;0
2023-07-01 14:34:42;0;0;98.67;0;0
2023-07-01 14:44:42;0;0;98.67;0;0
2023-07-01 14:54:42;0;0;98.67;0;0
2023-07-01 15:04:42;0;0;98.67;0;0
2023-07-01 15:14:42;0;0;98.67;0;0
2023-07-01 15:24:43;0;0;98.67;0;0
2023-07-01 15:34:42;0;0;98.67;0;0
